incident_number,area_occ,rpt_dist,dispatch_date,dispatch_time,call_type_code,call_type_text
190128001256,Topanga,2105,2019-01-28T00:00:00.000,08:26:18,918M,MALE
190831004593,Outside,,2019-08-31T00:00:00.000,18:55:03,006,CODE 6
001130000216,Outside,,2020-01-13T00:00:00.000,11:44:43,006,CODE 6
190816007345,77th Street,1268,2019-08-16T00:00:00.000,23:40:47,242A,AMB
911190000109,Olympic,2036,2019-11-19T00:00:00.000,08:10:26,245I,INVEST
190919006171,N Hollywood,1514,2019-09-19T00:00:00.000,21:20:03,245A,AMB
190930005585,Outside,,2019-09-30T00:00:00.000,21:46:30,902,TRAFFIC STOP
190615003617,Outside,,2019-06-15T00:00:00.000,15:09:26,006,CODE 6
190926001856,Outside,,2019-09-26T00:00:00.000,09:29:29,006,CODE 6
190704002083,Outside,,2019-07-04T00:00:00.000,10:31:00,006,CODE 6
001080000113,Outside,,2020-01-08T00:00:00.000,07:52:49,006,CODE 6
190227001306,Newton,,2019-02-27T00:00:00.000,08:34:21,006,CODE 6
911300000174,Outside,,2019-11-30T00:00:00.000,11:27:41,006,CODE 6
190923006127,Outside,,2019-09-23T00:00:00.000,22:17:08,006,CODE 6
190527002920,Outside,,2019-05-27T00:00:00.000,13:35:04,006,CODE 6
912190000565,Harbor,0516,2019-12-19T00:00:00.000,23:32:03,902,TRAFFIC STOP
190907004392,Outside,,2019-09-07T00:00:00.000,17:58:01,006,CODE 6
190625002187,Hollywood,0646,2019-06-25T00:00:00.000,10:16:17,242J,J/O
190110002162,Hollywood,,2019-01-10T00:00:00.000,10:38:24,006,CODE 6
190120001424,Central,,2019-01-20T00:00:00.000,08:34:30,006,CODE 6
190224000494,Wilshire,0782,2019-02-24T00:00:00.000,02:11:37,594SN,SUSP NOW
190717006566,Wilshire,0732,2019-07-17T00:00:00.000,21:12:01,904A,AMB
190811000789,West Valley,1005,2019-08-11T00:00:00.000,03:14:58,507P,PARTY
190703001497,Outside,,2019-07-03T00:00:00.000,08:24:45,006,CODE 6
190606000747,Central,0156,2019-06-06T00:00:00.000,05:08:22,2881I,MOLEST INVEST
190109003073,Mission,1913,2019-01-09T00:00:00.000,13:40:36,242I,BATTERY INVEST
